pos,vel
6.20073734957876,0.91608841778676
6.20956313054024,0.849486653530656
6.21773546022978,0.785398163397425
6.2252794713886,0.723822947387065
6.23222029675793,0.664761005499577
6.238583069079,0.60821233773496
6.24439292109304,0.554176944093216
6.24967498554128,0.502654824574344
6.25445439516494,0.453645979178343
6.25875628270525,0.407150407905214
6.26260578090345,0.363168110754957
6.26602802250076,0.321699087727571
6.26904814023841,0.282743338823058
6.27169126685763,0.246300864041416
6.27398253509965,0.212371663382647
6.27594707770569,0.180955736846749
6.27761002741699,0.152053084433723
6.27899651697478,0.125663706143568
6.28013167912027,0.101787601976286
6.28104064659471,0.0804247719318755
6.28174855213932,0.0615752160103367
6.28228052849533,0.0452389342116698
6.28266170840396,0.0314159265358747
6.28291722460645,0.0201061929829515
6.28307220984403,0.0113097335529
